Unnamed: 0,bertopic_0,bertopic_1,bertopic_2,bertopic_3,bertopic_4,bertopic_5,bertopic_6,bertopic_7,bertopic_8,bertopic_9,bertopic_10,bertopic_11,bertopic_12,bertopic_13,bertopic_14,bertopic_15,bertopic_16,bertopic_17,bertopic_18,bertopic_19,bertopic_20,bertopic_conflict,date
2019-09-01,0.4375,0.0,0.0625,0.125,0.0,0.0,0.0,0.0625,0.0625,0.0,0.0,0.0,0.0,0.125,0.0625,0.0,0.0625,0.0,0.0,0.0,0.0,0.625,2019-09-01
2019-10-01,0.5789473684210527,0.0,0.0,0.0,0.1052631578947368,0.1578947368421052,0.0,0.0,0.0526315789473684,0.0,0.0,0.0,0.0,0.0526315789473684,0.0,0.0,0.0,0.0526315789473684,0.0,0.0,0.0,0.6842105263157895,2019-10-01
2019-11-01,0.6,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,2019-11-01
2019-12-01,0.4285714285714285,0.0,0.1428571428571428,0.0,0.1428571428571428,0.0,0.0,0.0,0.0714285714285714,0.0,0.0,0.0714285714285714,0.0,0.0714285714285714,0.0,0.0,0.0,0.0714285714285714,0.0,0.0,0.0,0.5714285714285713,2019-12-01
2020-01-01,0.0384615384615384,0.6153846153846154,0.0384615384615384,0.0,0.0,0.0384615384615384,0.0,0.0384615384615384,0.0384615384615384,0.0,0.0,0.0384615384615384,0.0384615384615384,0.0769230769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0384615384615384,0.0384615384615384,2020-01-01
2020-02-01,0.074074074074074,0.7407407407407407,0.037037037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1481481481481481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.074074074074074,2020-02-01
2020-03-01,0.1875,0.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.25,2020-03-01
2020-04-01,0.0344827586206896,0.7931034482758621,0.0689655172413793,0.0,0.0,0.0344827586206896,0.0,0.0,0.0,0.0,0.0,0.0344827586206896,0.0,0.0,0.0,0.0,0.0344827586206896,0.0,0.0,0.0,0.0,0.0344827586206896,2020-04-01
2020-05-01,0.45,0.2,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.05,0.5,2020-05-01
2020-06-01,0.125,0.1875,0.0,0.0625,0.125,0.125,0.125,0.0625,0.0,0.125,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4375,2020-06-01
2020-07-01,0.5454545454545454,0.1818181818181818,0.0454545454545454,0.1363636363636363,0.0454545454545454,0.0454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7272727272727271,2020-07-01
2020-08-01,0.45,0.05,0.05,0.25,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.8500000000000001,2020-08-01
2020-09-01,0.1764705882352941,0.1764705882352941,0.0588235294117647,0.1764705882352941,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0,0.0,0.0,0.0,0.0588235294117647,0.0588235294117647,0.0,0.0,0.0588235294117647,0.0,0.0,0.0,0.0588235294117647,0.0,0.47058823529411764,2020-09-01
